N_REGISTRO,PRAIA,TIPO_REG,DATA_OCORR,N_NINHO,HORA_OCORR,GPS_ID,WAYPOINT,LATITUDE,LONGITUDE,TURTLE_ID,MARCAS_COL_Esquerda,MARCAS_COL_Direita,MARCAS_COL_Posterior_Esquerda,MARCAS_COL_Posterior_Direita,MARCAS_ENC_Esquerda,MARCAS_ENC_Direita,MARCAS_ENC_Posterior_Esquerda,MARCAS_ENC_Posterior_Direita,MARCAS_RET,COMP_CASCO,LARG_CASCO,COLETA_MAT_FEMEAS,VIAL _N,SITUACAO,TEMP_LOGGER_ID,TEMP_LOGGER_DEPLOYED,TEMP_LOGGER_REMOVED,TEMP DOWNLOAD - DATE,TEMP_TRANSF,OVOS_TRANSF,OVOS_FUR,LATITUDE_DESTINO,LONGITUDE_DESTINO,DATA_ECLOS,DATA_ABERT,HIST_NINHO,VIVOS,NATIMORTOS,OVOS_N_ECL,OVOS_TOT,COLETA_MAT_Filhotes,Filhotes amostrados,INCUBACAO,Hatching success,OBSERVACAO
456,LEO,CD,20-Apr-23,256,21:40,10,452,-3.86982,-32.43736,F34,NA,NA,NA,NA,BRA 31373,BRA 31360,NA,NA,NA,NA,NA,NAO,NA,I,21309340,4/20/2023 22:38,6/17/2023 08:33,Need download,NA,NA,NA,NA,NA,12-Jun-23,16-Jun-23,SU,64,0,7,71,NAO,NA,52,90.14,Repainted. Ninho aberto pelo TAMAR.
457,LEO,CD,20-Apr-23,257,04:40,10,453,-3.86994,-32.43686,F53,NA,NA,NA,NA,BRA 31393,BRA 31395,NA,NA,NA,NA,NA,NAO,NA,I,21309312,4/21/2023 05:28,6/13/2023 17:38,Need download,NA,NA,NA,NA,NA,12-Jun-23,13-Jun-23,SU,85,1,8,94,NAO,NA,52,90.43,There is a big stone inside of the nest.
458,LEO,SD,21-Apr-23,NA,20:35,11,595,-3.86949,-32.43535,F45,NA,NA,NA,NA,BRA 31245,BRA 31246,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD no inicio da praia
459,LEO,ML,21-Apr-23,NA,NA,11,596,-3.87029,-32.43832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ML em frente da Tiny house, antes das 20:45, unsighted turtle."
460,LEO,CD,22-Apr-23,258,20ꓽ30,10,454,-3.86975,-32.437,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Jun-23,16-Jun-23,SU,78,0,13,91,NAO,NA,54,85.71,Painted. Ninho aberto pelo TAMAR.
461,LEO,CD,22-Apr-23,259,20ꓽ40,11,598,-3.86995,-32.43777,F45,NA,NA,NA,NA,BRA 31245,BRA 31246,NA,NA,NA,NA,NA,NAO,NA,I,21309339,22-Apr-2023 21ꓽ15,6/17/2023 08:26,Need download,NA,NA,NA,NA,NA,14-Jun-23,16-Jun-23,SU,48,0,4,52,NAO,NA,53,92.31,Ninho aberto pelo TAMAR.
462,LEO,CD,22-Apr-23,260,20ꓽ42,11,597,-3.87003,-32.43802,F52,NA,NA,NA,NA,BRA 31247,BRA 32836,NA,NA,NA,NA,NA,NAO,NA,I,21309302,4/23/2023 01:32,6/17/2023 08:15,Need download,NA,NA,2,NA,NA,14-Jun-23,16-Jun-23,SU,88,4,14,106,NAO,NA,53,83.02,Marca BRA 32836 na escama. Tartaruga avistAda camuflando o ninho. Foram retirados 30 ovos e depositado o HOBO. Ovos devolvidos e desove enterrada novamente.
463,LEO,ML,22-Apr-23,NA,NA,11,599,-3.87022,-32.43856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted. Before 20:44. In front of tiny house
464,LEO,ML,22-Apr-23,NA,NA,11,600,-3.87004,-32.43914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted. Before 20:45. At end of the beach
465,LEO,CD,22-Apr-23,261,01:50,11,601 (I) e 602 (P),-3.86998,-32.4388,F44,NA,NA,NA,NA,BRA 31392,BRA 31345,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,137,0,-3.87013,-32.43818,12-Jun-23,16-Jun-23,SU,112,8,17,137,NAO,NA,50,81.75,"By the tiny house. Found when she was almost done with nest, eggs removed in hasty manner."
466,LEO,SD,23-Apr-23,NA,NA,10,456,-3.86935,-32.43558,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,
467,LEO,CD,23-Apr-23,262,21:10,10,457,-3.86957,-32.43612,F58,BRA 32832,BRA 32833,NA,NA,NA,NA,NA,NA,NA,110.8,99.4,SIM,#262 23-Apr-2023 BRA 32832 BRA 32833,I,21639868,4/23/2023 22:45,,,NA,NA,NA,NA,NA,,,,,,,,,,,,Painted. Nest very deep.
468,LEO,ML,23-Apr-23,NA,NA,10,455,-3.86895,-32.43513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,23:30; unsighted turtle. At the beginning of the beach.
469,LEO,SD,24-Apr-23,NA,20:20,10,458,-3.86954,-32.43533,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
470,LEO,CD,24-Apr-23,263,20:50,11,603,-3.86988,-32.43721,F59,BRA 32841,BRA 32837,NA,NA,NA,NA,NA,NA,NA,105.8,95.7,SIM,#N263 24-APR-2023 BRA 32841 BRA 32837,I,21648055,4/24/2023 21:43,6/17/2023 08:40,Need download,NA,NA,NA,NA,NA,16-Jun-23,16-Jun-23,SU,70,3,4,77,NAO,NA,53,90.91,Painted. Came to her when she was almost done nesting. Have 7 scutes on left side (beautiful). New female. Ninho aberto pelo TAMAR.
471,LEO,CD,24-Apr-23,264,21:00,11,604,-3.87009,-32.4383,F47,NA,NA,NA,NA,BRA 31396,BRA 31398,NA,NA,NA,NA,NA,NA,NA,I,21309317,4/24/2023 22:09,6/17/2023 08:00,Need download,NA,NA,NA,NA,NA,16-Jun-23,16-Jun-23,SU,57,1,13,71,NAO,NA,52,80.28,Large scar on the end of carapace (right side). Nest close to river by the tiny house. Repainted. Ninho aberto pelo TAMAR.
472,LEO,ML,24-Apr-23,NA,23:55,11,605,-3.86948,-32.43525,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At the beginning of the beach. Track was crazy, ran into rocks many times. Saw when she was returning to water. "
473,LEO,SD,25-Apr-23,NA,20:43,11,606,-3.86954,-32.4364,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NAO,NA,NA,NA,
474,LEO,SD,25-Apr-23,NA,22:00,11,607,-3.86984,-32.43737,F38,NA,NA,NA,NA,BRA 31382,BRA 31391,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NAO,NA,NA,NA,
475,LEO,SD,25-Apr-23,NA,22:22,11,609,-3.86951,-32.43535,F11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,At beginning of beach
476,LEO,CD,25-Apr-23,265,22:45,11,608,-3.86955,-32.43617,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NAO,NA,I,21309338,4/26/2023 00:19,6/17/2023 06:50,Need download,NA,NA,NA,NA,NA,16-Jun-23,16-Jun-23,SU,101,1,6,108,NAO,NA,51,93.52,Repainted
477,LEO,CD,26-Apr-23,266,20:40,10,459,-3.8695,-32.43555,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Jun-23,24-Jun-23,SU,85,3,12,100,NAO,NA,52,85,Repainted. Near N123 and N234. Aberto pelo TAMAR.
478,LEO,CD,26-Apr-23,267,20:50,11,612,-3.87014,-32.43813,F26,NA,NA,NA,NA,BRA 31368 ,BRA 31369,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Jun-23,24-Jun-23,SU,81,2,4,87,NAO,NA,52,93.1,Aberto pelo TAMAR.
479,LEO,SD,26-Apr-23,NA,21:05,10,460,-3.86948,-32.43531,F38,NA,NA,NA,NA,BRA 31382,BRA 31391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At the beginning of the beach. Made one shallow body pit. 
480,LEO,CD,26-Apr-23,268,21:28,11,613,-3.86965,-32.4369,F24,NA,NA,NA,NA,BRA 31364,NA,NA,BRA 31365,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jun-23,24-Jun-23,SU,90,0,8,98,NAO,NA,54,91.84,Aberto pelo TAMAR.
481,LEO,ML,27-Apr-23,NA,20:32,10,461,-3.87006,-32.43902,F38,NA,NA,NA,NA,BRA 31382,BRA 31391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At the end of beach, hit rocks and turned around"
482,LEO,CD,27-Apr-23,270,20:35,10,462,-3.86991,-32.43723,F38,NA,NA,NA,NA,BRA 31382,BRA 31391,NA,NA,NA,NA,NA,NA,#270 27-APR-2023 BRA 31382 BRA 31391,I,21639888,4/27/2023 23:31,,,NA,NA,NA,NA,NA,,,,,,,,,,,,Repainted. Knocked over stake 220
483,LEO,CD,27-Apr-23,269,22:00,11,614,-3.87002,-32.43656,F54,NA,NA,NA,NA,BRA 32847,BRA 32846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jun-23,25-Jun-23,SU,104,0,4,108,NAO,NA,52,96.3,Found ad thought to be making a bed. She left and we saw it may be a nest. We tried digging but could not find it. Next to the stake 131. We put stake 269  in the place. Aberto pelo TAMAR.
484,LEO,CD,29-Apr-23,271,20:45,11,615,-3.86964,-32.4365,F31,NA,NA,NA,NA,BRA 31354,NA,NA,BR 98349,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-Jun-23,25-Jun-23,SU,109,0,5,114,NAO,NA,51,95.61,Ninho aberto pelo TAMAR.
485,LEO,CD,29-Apr-23,272,22:50,11,617 (I) e 616 (P),-3.86999,-32.43906,F48,NA,NA,NA,NA,BRA 31384,BRA 31324,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,71,0,-3.87004,-32.43769,21-Jun-23,25-Jun-23,SU,45,5,21,71,NAO,NA,51,63.38,"1 small abnormal egg, repainted. Ninho aberto pelo TAMAR."
486,LEO,CD,1-May-23,273,01:15,11,619,-3.86957,-32.43623,F34,NA,NA,NA,NA,BRA 31373,BRA 31360,NA,NA,NA,NA,NA,NAO,NA,I,21639875,02-May--2023 02:03,,,NA,NA,NA,NA,NA,,,,,,,,,,,,Repainted. 1 abnormal small egg
487,LEO,CD,1-May-23,274,01:18,11,620,-3.86999,-32.43787,F53,NA,NA,NA,NA,BRA 31393,BRA 31395,NA,NA,NA,NA,NA,NAO,NA,I,21648031,5/2/2023 02:35,,,,NA,NA,NA,NA,,,,,,,,,,,,Painted
488,LEO,CD,3-May-23,275,00:40,11,621,-3.8701,-32.43792,F52,NA,NA,NA,NA,BRA 31247,BRA 32836,NA,NA,NA,NA,NA,NA,NA,I,21309326,5/4/2023 03:40,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
489,LEO,SD,3-May-23,NA,03:30,10,463,-3.86979,-32.43696,F44,NA,NA,NA,NA,BRA 31392,BRA 31345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At the end of the beach. Made multiple body pits. Left at 07:45
490,LEO,CD,3-May-23,276,05:30,10,464,-3.86959,-32.4361,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,Came to her as she was finishing nesting. 
491,LEO,CD,4-May-23,277,01:30,10,466 (I) e 467 (P),-3.87024,-32.43861,F44,NA,NA,NA,NA,BRA 31392,BRA 31345,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,139,0,-3.87013,-32.43797,,,,,,,,,,,,Em frente a casinha. Painted.
492,LEO,ML,4-May-23,NA,NA,11,623,-3.86954,-32.43501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Between 1:40 - 3:10. Unsighted. At the begging of beach.
493,LEO,CD,4-May-23,278,03:05,11,622,-3.86985,-32.43723,F47,NA,NA,NA,NA,BRA 31396,BRA 31398,NA,NA,NA,NA,NA,NAO,NA,I,21648047,5/5/2023 04:26,,,NA,NA,NA,NA,NA,,,,,,,,,,,,Repainted.
494,LEO,SD,5-May-23,NA,NA,11,624,-3.86945,-32.4353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antes de 20:40
495,LEO,SD,5-May-23,NA,20:55,10,468,-3.87005,-32.43794,F59,NA,NA,NA,NA,BRA 32841,BRA 32837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
496,LEO,ML,5-May-23,NA,03:25,10,469,-3.86951,-32.43525,F58,NA,NA,NA,NA,BRA 32832,BRA 32833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No comeco da praia. At the beginning of the beach. 
497,LEO,ML,6-May-23,NA,22:00,11,625,-3.87008,-32.43829,F54,NA,NA,NA,NA,BRA 32847,BRA 32846,NA,NA,NA,NA,NA,SIM,#ML F54 06-May-2023 BRA 32847 BRA 32846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"photos tag ok, pintada"
498,LEO,ML,6-May-23,NA,03:30,10,470,-3.87007,-32.4393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted turtle at the end of the beach
499,LEO,SD,6-May-23,NA,05:00,11,626,-3.86944,-32.43527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turtle sighted at the beginning of the beach when returning to ocean. Has front flippers tagged
500,LEO,CD,7-May-23,279,20:30,11,629,-3.86942,-32.43566,F58,NA,NA,NA,NA,BRA 32832,BRA 32833,NA,NA,NA,NA,NA,SIM,#279 07-May-23 BRA 32832 BRA 32833,I,21639873,5/7/2023 21:21,,,NA,NA,NA,NA,NA,,,,,,,,,,,,Photo tags ok. Painted.
501,LEO,CD,7-May-23,285,20:35,10,476,-3.86979,-32.43713,F59,NA,NA,NA,NA,BRA 32841,BRA 32837,NA,NA,NA,NA,NA,SIM,#N285 07-May-2023 BRA 32841 BRA 32837,I,21648044,5/7/2023 22:32,,,NA,NA,1,NA,NA,,,,,,,,,,,,Near N168. Come to her as she was finishing. Removed 30 eggs to place Hobo. 1 egg broken while trying to find nest.
502,LEO,CD,7-May-23,282,20:40,11,627,-3.86971,-32.43666,F38,NA,NA,NA,NA,BRA 31832,BRA 31391,NA,NA,NA,NA,NA,NAO,NA,I,21648049,5/7/2023 22:10,,,NA,NA,NA,NA,NA,,,,,,,,,,,,She was finishing. Removed 30 eggs to place Hobo.
503,LEO,ML,7-May-23,NA,20:45,10,475,-3.87001,-32.43828,F24,NA,NA,NA,NA,BRA 31364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Knoked stake N254 over. Went into vegetation by 2nd river fell down hill exited beach through river.
504,LEO,CD,7-May-23,281,20:45,10,471 (I) e 472 (P),-3.86989,-32.43876,F54,NA,NA,NA,NA,BRA 32846,BRA 32847,NA,NA,NA,NA,NA,SIM,#N281 07-May-2023 BRA 32846 BRA 32847,P,NA,NA,NA,NA,A,127,0,-3.87022,-32.43816,,,,,,,,,,,,Tags photo ok. Repainted. In vegetation in front of tiny house.
505,LEO,CD,7-May-23,280,20:50,10,473 (I) e 474 (P),-3.86999,-32.43892,F26,NA,NA,NA,NA,BRA 31368,BRA 31369,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,89,0,-3.87014,-32.43813,,,,,,,,,,,,Repainted. 1 small yolkess egg.
506,LEO,ML,8-May-23,NA,20:40,10,477,-3.87006,-32.43946,F24,NA,NA,NA,NA,BRA 31364,NA,NA,BRA 31365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At the end of the beach
507,LEO,CD,8-May-23,283,21:50,11,630,-3.86981,-32.43704,F24,NA,NA,NA,NA,BRA 31364,NA,NA,BRA 31365,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,Knocked over stake 285. Probably very close to nest 285. Repainted
508,LEO,CD,10-May-23,284,20:45,10,478,-3.87014,-32.43824,F31,NA,NA,NA,NA,BRA 31354,BR 98349,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
509,LEO,CD,14-May-23,286,01:15,11,631,-3.86961,-32.43704,F52,NA,NA,NA,NA,BRA 32836,,NA,NA,NA,NA,NA,NAO,NA,I,21639878,5/15/2023 04:15,,,NA,NA,NA,NA,NA,,,,,,,,,,,,Repainted. Made 4 beds
510,LEO,CD,15-May-23,287,00:40,10,479,-3.86991,-32.43738,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
511,LEO,CD,16-May-23,288,01:09,11,632,-3.86965,-32.43653,F54,NA,NA,NA,NA,BRA 32847,BRA 32846,NA,NA,NA,NA,NA,SIM,#N288 16-May-2023 BRA 32847 BRA 32846,I,21639883,5/17/2023 02:15,,,NA,NA,NA,NA,NA,,,,,,,,,,,,Tag photos OK
512,LEO,SD,17-May-23,NA,03:00,11,633,-3.86994,-32.43776,F59,NA,NA,NA,NA,BRA 32841,BRA 32837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
513,LEO,CD,18-May-23,289,20:50,11,634,-3.8699,-32.43724,F38,NA,NA,NA,NA,BRA 31382,BRA 31391,NA,NA,NA,NA,NA,NAO,NA,I,21639881_2,5/18/2023 20:52,,,,,,,,,,,,,,,,,,,Pintada. Knocked over stake 278
514,LEO,ML,18-May-23,NA,01:23,10,480,-3.86465,-32.43562,F59,NA,NA,NA,NA,BRA 32841,BRA 32837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,By first river
515,LEO,CD,19-May-23,290,21:30,10,481,-3.86953,-32.43641,F59,NA,NA,NA,NA,BRA 32841,BRA 32837,NA,NA,NA,NA,NA,NA,NA,I,21648033,5/20/2023 03:08,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
516,LEO,CD,NA,292,NA,10,482,-3.86972,-32.43674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Apr-23,26-Apr-23,NM,70,3,14,87,NAO,NA,NA,NA,
